"","CAMPUS","GRDTYPE","value","n.d.r","year","subject","demographics"
"33990",57905250,"E",19,"N","17","AR042","CM00"
"33991",57905260,"E",19,"N","17","AR042","CM00"
"33992",57905263,"E",48,"N","17","AR042","CM00"
"33993",57905264,"E",42,"N","17","AR042","CM00"
"33994",57905265,"E",26,"N","17","AR042","CM00"
"33995",57905266,"E",26,"N","17","AR042","CM00"
"33996",57905268,"E",40,"N","17","AR042","CM00"
"33997",57905269,"E",15,"N","17","AR042","CM00"
"33998",57905270,"E",32,"N","17","AR042","CM00"
"33999",57905271,"E",53,"N","17","AR042","CM00"
"34000",57905272,"E",33,"N","17","AR042","CM00"
"34001",57905273,"E",41,"N","17","AR042","CM00"
"34002",57905274,"E",68,"N","17","AR042","CM00"
"34003",57905275,"E",48,"N","17","AR042","CM00"
"34004",57905276,"E",44,"N","17","AR042","CM00"
"34005",57905277,"E",42,"N","17","AR042","CM00"
"34006",57905278,"E",33,"N","17","AR042","CM00"
"34007",57905279,"E",58,"N","17","AR042","CM00"
"34008",57905280,"E",76,"N","17","AR042","CM00"
"34009",57905281,"E",29,"N","17","AR042","CM00"
"34010",57905283,"E",31,"N","17","AR042","CM00"
"34011",57905284,"E",44,"N","17","AR042","CM00"
"34012",57905285,"E",NA,"N","17","AR042","CM00"
"34013",57905286,"E",31,"N","17","AR042","CM00"
"34014",57905287,"E",56,"N","17","AR042","CM00"
"34015",57905289,"E",40,"N","17","AR042","CM00"
"34016",57905301,"E",42,"N","17","AR042","CM00"
"34017",57905302,"E",NA,"N","17","AR042","CM00"
"34018",57905303,"E",33,"N","17","AR042","CM00"
"34019",57905304,"E",51,"N","17","AR042","CM00"
"34020",57905305,"E",44,"N","17","AR042","CM00"
"34021",57905306,"E",NA,"N","17","AR042","CM00"
"34022",57905352,"M",NA,"N","17","AR042","CM00"
"34023",57905353,"M",188,"N","17","AR042","CM00"
"34024",57905354,"M",65,"N","17","AR042","CM00"
"34025",57905355,"M",19,"N","17","AR042","CM00"
"34026",57905356,"M",NA,"N","17","AR042","CM00"
"34027",57905357,"M",185,"N","17","AR042","CM00"
"34028",57905358,"M",NA,"N","17","AR042","CM00"
"34029",57905359,"M",36,"N","17","AR042","CM00"
"34030",57905360,"M",51,"N","17","AR042","CM00"
"34031",57905380,"S",53,"N","17","AR042","CM00"
"34032",57905381,"S",86,"N","17","AR042","CM00"
"34033",57905382,"S",35,"N","17","AR042","CM00"
"34034",57905389,"S",NA,"N","17","AR042","CM00"
"34035",57905001,"S",515,"D","17","AR042","CM00"
"34036",57905002,"S",365,"D","17","AR042","CM00"
"34037",57905003,"S",82,"D","17","AR042","CM00"
"34038",57905005,"S",504,"D","17","AR042","CM00"
"34039",57905006,"S",233,"D","17","AR042","CM00"
"34040",57905007,"S",349,"D","17","AR042","CM00"
"34041",57905008,"S",383,"D","17","AR042","CM00"
"34042",57905009,"S",128,"D","17","AR042","CM00"
"34043",57905011,"M",NA,"D","17","AR042","CM00"
"34044",57905012,"S",240,"D","17","AR042","CM00"
"34045",57905013,"S",157,"D","17","AR042","CM00"
"34046",57905014,"S",441,"D","17","AR042","CM00"
"34047",57905015,"S",357,"D","17","AR042","CM00"
"34048",57905016,"S",283,"D","17","AR042","CM00"
"34049",57905017,"S",446,"D","17","AR042","CM00"
"34050",57905018,"S",424,"D","17","AR042","CM00"
"34051",57905021,"S",505,"D","17","AR042","CM00"
"34052",57905022,"S",443,"D","17","AR042","CM00"
"34053",57905023,"S",290,"D","17","AR042","CM00"
"34054",57905024,"S",244,"D","17","AR042","CM00"
"34055",57905025,"S",1032,"D","17","AR042","CM00"
"34056",57905026,"S",131,"D","17","AR042","CM00"
"34057",57905028,"S",262,"D","17","AR042","CM00"
"34058",57905029,"S",NA,"D","17","AR042","CM00"
"34059",57905030,"S",NA,"D","17","AR042","CM00"
"34060",57905032,"S",100,"D","17","AR042","CM00"
"34061",57905033,"S",151,"D","17","AR042","CM00"
"34062",57905034,"S",135,"D","17","AR042","CM00"
"34063",57905035,"S",NA,"D","17","AR042","CM00"
"34064",57905036,"S",64,"D","17","AR042","CM00"
"34065",57905037,"S",28,"D","17","AR042","CM00"
"34066",57905038,"S",63,"D","17","AR042","CM00"
"34067",57905039,"S",46,"D","17","AR042","CM00"
"34068",57905042,"M",401,"D","17","AR042","CM00"
"34069",57905043,"M",263,"D","17","AR042","CM00"
"34070",57905044,"M",272,"D","17","AR042","CM00"
"34071",57905045,"M",434,"D","17","AR042","CM00"
"34072",57905046,"M",844,"D","17","AR042","CM00"
"34073",57905047,"M",407,"D","17","AR042","CM00"
"34074",57905048,"M",465,"D","17","AR042","CM00"
"34075",57905049,"M",723,"D","17","AR042","CM00"
"34076",57905050,"M",410,"D","17","AR042","CM00"
"34077",57905051,"M",335,"D","17","AR042","CM00"
"34078",57905052,"M",498,"D","17","AR042","CM00"
"34079",57905053,"M",697,"D","17","AR042","CM00"
"34080",57905054,"M",430,"D","17","AR042","CM00"
"34081",57905055,"M",268,"D","17","AR042","CM00"
"34082",57905056,"M",330,"D","17","AR042","CM00"
"34083",57905057,"M",150,"D","17","AR042","CM00"
"34084",57905058,"M",361,"D","17","AR042","CM00"
"34085",57905059,"M",584,"D","17","AR042","CM00"
"34086",57905060,"M",266,"D","17","AR042","CM00"
"34087",57905062,"M",389,"D","17","AR042","CM00"
"34088",57905066,"M",76,"D","17","AR042","CM00"
"34089",57905068,"M",502,"D","17","AR042","CM00"
"34090",57905069,"M",582,"D","17","AR042","CM00"
"34091",57905071,"M",231,"D","17","AR042","CM00"
"34092",57905072,"M",196,"D","17","AR042","CM00"
"34093",57905073,"M",208,"D","17","AR042","CM00"
"34094",57905074,"M",253,"D","17","AR042","CM00"
"34095",57905075,"M",82,"D","17","AR042","CM00"
"34096",57905076,"M",400,"D","17","AR042","CM00"
"34097",57905077,"M",397,"D","17","AR042","CM00"
"34098",57905079,"M",416,"D","17","AR042","CM00"
"34099",57905083,"M",373,"D","17","AR042","CM00"
"34100",57905085,"S",52,"D","17","AR042","CM00"
"34101",57905088,"S",103,"D","17","AR042","CM00"
"34102",57905090,"S",50,"D","17","AR042","CM00"
"34103",57905100,"M",546,"D","17","AR042","CM00"
"34104",57905101,"E",189,"D","17","AR042","CM00"
"34105",57905102,"E",NA,"D","17","AR042","CM00"
"34106",57905103,"E",90,"D","17","AR042","CM00"
"34107",57905104,"E",171,"D","17","AR042","CM00"
"34108",57905105,"E",146,"D","17","AR042","CM00"
"34109",57905107,"E",121,"D","17","AR042","CM00"
"34110",57905108,"E",106,"D","17","AR042","CM00"
"34111",57905109,"E",133,"D","17","AR042","CM00"
"34112",57905110,"E",146,"D","17","AR042","CM00"
"34113",57905112,"E",90,"D","17","AR042","CM00"
"34114",57905114,"E",95,"D","17","AR042","CM00"
"34115",57905115,"E",110,"D","17","AR042","CM00"
"34116",57905116,"E",176,"D","17","AR042","CM00"
"34117",57905117,"E",154,"D","17","AR042","CM00"
"34118",57905118,"E",108,"D","17","AR042","CM00"
"34119",57905119,"E",128,"D","17","AR042","CM00"
"34120",57905120,"E",132,"D","17","AR042","CM00"
"34121",57905121,"E",62,"D","17","AR042","CM00"
"34122",57905122,"E",63,"D","17","AR042","CM00"
"34123",57905124,"E",64,"D","17","AR042","CM00"
"34124",57905125,"E",146,"D","17","AR042","CM00"
"34125",57905126,"E",105,"D","17","AR042","CM00"
"34126",57905128,"E",108,"D","17","AR042","CM00"
"34127",57905129,"E",149,"D","17","AR042","CM00"
"34128",57905130,"E",124,"D","17","AR042","CM00"
"34129",57905131,"E",62,"D","17","AR042","CM00"
"34130",57905133,"E",136,"D","17","AR042","CM00"
"34131",57905134,"E",73,"D","17","AR042","CM00"
"34132",57905135,"E",75,"D","17","AR042","CM00"
"34133",57905136,"E",88,"D","17","AR042","CM00"
"34134",57905137,"E",114,"D","17","AR042","CM00"
"34135",57905139,"E",119,"D","17","AR042","CM00"
"34136",57905140,"E",45,"D","17","AR042","CM00"
"34137",57905141,"E",51,"D","17","AR042","CM00"
"34138",57905142,"E",123,"D","17","AR042","CM00"
"34139",57905144,"E",53,"D","17","AR042","CM00"
"34140",57905145,"E",176,"D","17","AR042","CM00"
"34141",57905147,"E",149,"D","17","AR042","CM00"
"34142",57905148,"E",61,"D","17","AR042","CM00"
"34143",57905149,"E",107,"D","17","AR042","CM00"
"34144",57905152,"E",106,"D","17","AR042","CM00"
"34145",57905153,"E",133,"D","17","AR042","CM00"
"34146",57905154,"E",157,"D","17","AR042","CM00"
"34147",57905155,"E",151,"D","17","AR042","CM00"
"34148",57905156,"E",85,"D","17","AR042","CM00"
"34149",57905157,"E",58,"D","17","AR042","CM00"
"34150",57905158,"E",109,"D","17","AR042","CM00"
"34151",57905159,"E",127,"D","17","AR042","CM00"
"34152",57905160,"E",42,"D","17","AR042","CM00"
"34153",57905161,"E",132,"D","17","AR042","CM00"
"34154",57905162,"E",124,"D","17","AR042","CM00"
"34155",57905163,"E",84,"D","17","AR042","CM00"
"34156",57905164,"E",150,"D","17","AR042","CM00"
"34157",57905166,"E",130,"D","17","AR042","CM00"
"34158",57905167,"E",141,"D","17","AR042","CM00"
"34159",57905168,"E",125,"D","17","AR042","CM00"
"34160",57905169,"E",85,"D","17","AR042","CM00"
"34161",57905170,"E",141,"D","17","AR042","CM00"
"34162",57905171,"E",191,"D","17","AR042","CM00"
"34163",57905172,"E",156,"D","17","AR042","CM00"
"34164",57905173,"E",103,"D","17","AR042","CM00"
"34165",57905174,"E",55,"D","17","AR042","CM00"
"34166",57905175,"E",124,"D","17","AR042","CM00"
"34167",57905176,"E",108,"D","17","AR042","CM00"
"34168",57905177,"E",126,"D","17","AR042","CM00"
"34169",57905178,"E",78,"D","17","AR042","CM00"
"34170",57905180,"E",124,"D","17","AR042","CM00"
"34171",57905181,"E",112,"D","17","AR042","CM00"
"34172",57905182,"E",195,"D","17","AR042","CM00"
"34173",57905183,"E",114,"D","17","AR042","CM00"
"34174",57905184,"E",67,"D","17","AR042","CM00"
"34175",57905185,"E",91,"D","17","AR042","CM00"
"34176",57905186,"E",80,"D","17","AR042","CM00"
"34177",57905187,"E",180,"D","17","AR042","CM00"
"34178",57905188,"E",129,"D","17","AR042","CM00"
"34179",57905189,"E",67,"D","17","AR042","CM00"
"34180",57905190,"E",113,"D","17","AR042","CM00"
"34181",57905191,"E",93,"D","17","AR042","CM00"
"34182",57905192,"E",64,"D","17","AR042","CM00"
"34183",57905193,"E",109,"D","17","AR042","CM00"
"34184",57905194,"E",109,"D","17","AR042","CM00"
"34185",57905195,"E",111,"D","17","AR042","CM00"
"34186",57905196,"E",48,"D","17","AR042","CM00"
"34187",57905197,"E",73,"D","17","AR042","CM00"
"34188",57905198,"E",107,"D","17","AR042","CM00"
"34189",57905199,"E",147,"D","17","AR042","CM00"
"34190",57905200,"E",155,"D","17","AR042","CM00"
"34191",57905201,"E",114,"D","17","AR042","CM00"
"34192",57905202,"E",146,"D","17","AR042","CM00"
"34193",57905203,"E",82,"D","17","AR042","CM00"
"34194",57905204,"E",245,"D","17","AR042","CM00"
"34195",57905205,"E",166,"D","17","AR042","CM00"
"34196",57905206,"E",108,"D","17","AR042","CM00"
"34197",57905207,"E",103,"D","17","AR042","CM00"
"34198",57905208,"E",133,"D","17","AR042","CM00"
"34199",57905209,"E",180,"D","17","AR042","CM00"
"34200",57905210,"E",161,"D","17","AR042","CM00"
"34201",57905211,"E",127,"D","17","AR042","CM00"
"34202",57905212,"E",55,"D","17","AR042","CM00"
"34203",57905213,"E",80,"D","17","AR042","CM00"
"34204",57905215,"E",101,"D","17","AR042","CM00"
"34205",57905216,"E",166,"D","17","AR042","CM00"
"34206",57905217,"E",90,"D","17","AR042","CM00"
"34207",57905218,"E",213,"D","17","AR042","CM00"
"34208",57905219,"E",80,"D","17","AR042","CM00"
"34209",57905220,"E",71,"D","17","AR042","CM00"
"34210",57905222,"E",139,"D","17","AR042","CM00"
"34211",57905224,"E",65,"D","17","AR042","CM00"
"34212",57905225,"E",133,"D","17","AR042","CM00"
"34213",57905226,"E",131,"D","17","AR042","CM00"
"34214",57905228,"E",67,"D","17","AR042","CM00"
"34215",57905229,"E",158,"D","17","AR042","CM00"
"34216",57905230,"E",80,"D","17","AR042","CM00"
"34217",57905232,"E",113,"D","17","AR042","CM00"
"34218",57905233,"E",122,"D","17","AR042","CM00"
"34219",57905234,"E",155,"D","17","AR042","CM00"
"34220",57905235,"E",82,"D","17","AR042","CM00"
"34221",57905236,"E",92,"D","17","AR042","CM00"
"34222",57905237,"E",144,"D","17","AR042","CM00"
"34223",57905239,"E",167,"D","17","AR042","CM00"
"34224",57905240,"E",148,"D","17","AR042","CM00"
"34225",57905241,"E",NA,"D","17","AR042","CM00"
"34226",57905244,"E",165,"D","17","AR042","CM00"
"34227",57905247,"E",143,"D","17","AR042","CM00"
"34228",57905250,"E",103,"D","17","AR042","CM00"
"34229",57905260,"E",72,"D","17","AR042","CM00"
"34230",57905263,"E",93,"D","17","AR042","CM00"
"34231",57905264,"E",154,"D","17","AR042","CM00"
"34232",57905265,"E",57,"D","17","AR042","CM00"
"34233",57905266,"E",98,"D","17","AR042","CM00"
"34234",57905268,"E",91,"D","17","AR042","CM00"
"34235",57905269,"E",70,"D","17","AR042","CM00"
"34236",57905270,"E",74,"D","17","AR042","CM00"
"34237",57905271,"E",132,"D","17","AR042","CM00"
"34238",57905272,"E",92,"D","17","AR042","CM00"
"34239",57905273,"E",113,"D","17","AR042","CM00"
"34240",57905274,"E",186,"D","17","AR042","CM00"
"34241",57905275,"E",123,"D","17","AR042","CM00"
"34242",57905276,"E",155,"D","17","AR042","CM00"
"34243",57905277,"E",114,"D","17","AR042","CM00"
"34244",57905278,"E",129,"D","17","AR042","CM00"
"34245",57905279,"E",126,"D","17","AR042","CM00"
"34246",57905280,"E",195,"D","17","AR042","CM00"
"34247",57905281,"E",112,"D","17","AR042","CM00"
"34248",57905283,"E",94,"D","17","AR042","CM00"
"34249",57905284,"E",142,"D","17","AR042","CM00"
"34250",57905285,"E",NA,"D","17","AR042","CM00"
"34251",57905286,"E",80,"D","17","AR042","CM00"
"34252",57905287,"E",132,"D","17","AR042","CM00"
"34253",57905289,"E",83,"D","17","AR042","CM00"
"34254",57905301,"E",229,"D","17","AR042","CM00"
"34255",57905302,"E",NA,"D","17","AR042","CM00"
"34256",57905303,"E",142,"D","17","AR042","CM00"
"34257",57905304,"E",132,"D","17","AR042","CM00"
"34258",57905305,"E",151,"D","17","AR042","CM00"
"34259",57905306,"E",NA,"D","17","AR042","CM00"
"34260",57905352,"M",NA,"D","17","AR042","CM00"
"34261",57905353,"M",630,"D","17","AR042","CM00"
"34262",57905354,"M",376,"D","17","AR042","CM00"
"34263",57905355,"M",52,"D","17","AR042","CM00"
"34264",57905356,"M",NA,"D","17","AR042","CM00"
"34265",57905357,"M",238,"D","17","AR042","CM00"
"34266",57905358,"M",NA,"D","17","AR042","CM00"
"34267",57905359,"M",89,"D","17","AR042","CM00"
"34268",57905360,"M",190,"D","17","AR042","CM00"
"34269",57905380,"S",206,"D","17","AR042","CM00"
"34270",57905381,"S",97,"D","17","AR042","CM00"
"34271",57905382,"S",90,"D","17","AR042","CM00"
"34272",57905389,"S",NA,"D","17","AR042","CM00"
"34273",57905001,"S",227,"N","17","AR042","CF00"
"34274",57905002,"S",122,"N","17","AR042","CF00"
"34275",57905003,"S",47,"N","17","AR042","CF00"
"34276",57905005,"S",242,"N","17","AR042","CF00"
"34277",57905006,"S",84,"N","17","AR042","CF00"
"34278",57905007,"S",153,"N","17","AR042","CF00"
"34279",57905008,"S",104,"N","17","AR042","CF00"
"34280",57905009,"S",38,"N","17","AR042","CF00"
"34281",57905011,"M",NA,"N","17","AR042","CF00"
"34282",57905012,"S",101,"N","17","AR042","CF00"
"34283",57905013,"S",47,"N","17","AR042","CF00"
"34284",57905014,"S",149,"N","17","AR042","CF00"
"34285",57905015,"S",120,"N","17","AR042","CF00"
"34286",57905016,"S",65,"N","17","AR042","CF00"
"34287",57905017,"S",130,"N","17","AR042","CF00"
"34288",57905018,"S",176,"N","17","AR042","CF00"
"34289",57905021,"S",244,"N","17","AR042","CF00"
"34290",57905022,"S",278,"N","17","AR042","CF00"
"34291",57905023,"S",89,"N","17","AR042","CF00"
"34292",57905024,"S",77,"N","17","AR042","CF00"
"34293",57905025,"S",521,"N","17","AR042","CF00"
"34294",57905026,"S",77,"N","17","AR042","CF00"
"34295",57905028,"S",102,"N","17","AR042","CF00"
"34296",57905029,"S",NA,"N","17","AR042","CF00"
"34297",57905030,"S",NA,"N","17","AR042","CF00"
"34298",57905032,"S",37,"N","17","AR042","CF00"
"34299",57905033,"S",95,"N","17","AR042","CF00"
"34300",57905034,"S",322,"N","17","AR042","CF00"
"34301",57905035,"S",135,"N","17","AR042","CF00"
"34302",57905036,"S",205,"N","17","AR042","CF00"
"34303",57905037,"S",134,"N","17","AR042","CF00"
"34304",57905038,"S",124,"N","17","AR042","CF00"
"34305",57905039,"S",86,"N","17","AR042","CF00"
"34306",57905042,"M",97,"N","17","AR042","CF00"
"34307",57905043,"M",61,"N","17","AR042","CF00"
"34308",57905044,"M",58,"N","17","AR042","CF00"
"34309",57905045,"M",97,"N","17","AR042","CF00"
"34310",57905046,"M",NA,"N","17","AR042","CF00"
"34311",57905047,"M",127,"N","17","AR042","CF00"
"34312",57905048,"M",128,"N","17","AR042","CF00"
"34313",57905049,"M",429,"N","17","AR042","CF00"
"34314",57905050,"M",138,"N","17","AR042","CF00"
"34315",57905051,"M",77,"N","17","AR042","CF00"
"34316",57905052,"M",107,"N","17","AR042","CF00"
"34317",57905053,"M",244,"N","17","AR042","CF00"
"34318",57905054,"M",101,"N","17","AR042","CF00"
"34319",57905055,"M",34,"N","17","AR042","CF00"
"34320",57905056,"M",109,"N","17","AR042","CF00"
"34321",57905057,"M",143,"N","17","AR042","CF00"
"34322",57905058,"M",163,"N","17","AR042","CF00"
"34323",57905059,"M",125,"N","17","AR042","CF00"
"34324",57905060,"M",48,"N","17","AR042","CF00"
"34325",57905062,"M",85,"N","17","AR042","CF00"
"34326",57905066,"M",83,"N","17","AR042","CF00"
"34327",57905068,"M",131,"N","17","AR042","CF00"
"34328",57905069,"M",161,"N","17","AR042","CF00"
"34329",57905071,"M",172,"N","17","AR042","CF00"
"34330",57905072,"M",30,"N","17","AR042","CF00"
"34331",57905073,"M",159,"N","17","AR042","CF00"
"34332",57905074,"M",43,"N","17","AR042","CF00"
"34333",57905075,"M",85,"N","17","AR042","CF00"
"34334",57905076,"M",69,"N","17","AR042","CF00"
"34335",57905077,"M",97,"N","17","AR042","CF00"
"34336",57905079,"M",88,"N","17","AR042","CF00"
"34337",57905083,"M",75,"N","17","AR042","CF00"
"34338",57905085,"S",89,"N","17","AR042","CF00"
"34339",57905088,"S",119,"N","17","AR042","CF00"
"34340",57905090,"S",70,"N","17","AR042","CF00"
"34341",57905100,"M",155,"N","17","AR042","CF00"
"34342",57905101,"E",60,"N","17","AR042","CF00"
"34343",57905102,"E",NA,"N","17","AR042","CF00"
"34344",57905103,"E",25,"N","17","AR042","CF00"
"34345",57905104,"E",70,"N","17","AR042","CF00"
"34346",57905105,"E",66,"N","17","AR042","CF00"
"34347",57905107,"E",47,"N","17","AR042","CF00"
"34348",57905108,"E",33,"N","17","AR042","CF00"
"34349",57905109,"E",54,"N","17","AR042","CF00"
"34350",57905110,"E",55,"N","17","AR042","CF00"
"34351",57905112,"E",37,"N","17","AR042","CF00"
"34352",57905114,"E",31,"N","17","AR042","CF00"
"34353",57905115,"E",38,"N","17","AR042","CF00"
"34354",57905116,"E",88,"N","17","AR042","CF00"
"34355",57905117,"E",48,"N","17","AR042","CF00"
"34356",57905118,"E",33,"N","17","AR042","CF00"
"34357",57905119,"E",43,"N","17","AR042","CF00"
"34358",57905120,"E",64,"N","17","AR042","CF00"
"34359",57905121,"E",13,"N","17","AR042","CF00"
"34360",57905122,"E",11,"N","17","AR042","CF00"
"34361",57905124,"E",18,"N","17","AR042","CF00"
"34362",57905125,"E",71,"N","17","AR042","CF00"
"34363",57905126,"E",44,"N","17","AR042","CF00"
"34364",57905128,"E",14,"N","17","AR042","CF00"
"34365",57905129,"E",48,"N","17","AR042","CF00"
"34366",57905130,"E",32,"N","17","AR042","CF00"
"34367",57905131,"E",33,"N","17","AR042","CF00"
"34368",57905133,"E",48,"N","17","AR042","CF00"
"34369",57905134,"E",86,"N","17","AR042","CF00"
"34370",57905135,"E",47,"N","17","AR042","CF00"
"34371",57905136,"E",43,"N","17","AR042","CF00"
"34372",57905137,"E",70,"N","17","AR042","CF00"
"34373",57905139,"E",29,"N","17","AR042","CF00"
"34374",57905140,"E",14,"N","17","AR042","CF00"
"34375",57905141,"E",14,"N","17","AR042","CF00"
"34376",57905142,"E",36,"N","17","AR042","CF00"
"34377",57905144,"E",23,"N","17","AR042","CF00"
"34378",57905145,"E",66,"N","17","AR042","CF00"
"34379",57905147,"E",78,"N","17","AR042","CF00"
"34380",57905148,"E",24,"N","17","AR042","CF00"
"34381",57905149,"E",71,"N","17","AR042","CF00"
"34382",57905152,"E",74,"N","17","AR042","CF00"
"34383",57905153,"E",67,"N","17","AR042","CF00"
"34384",57905154,"E",72,"N","17","AR042","CF00"
"34385",57905155,"E",50,"N","17","AR042","CF00"
"34386",57905156,"E",44,"N","17","AR042","CF00"
"34387",57905157,"E",22,"N","17","AR042","CF00"
"34388",57905158,"E",38,"N","17","AR042","CF00"
"34389",57905159,"E",47,"N","17","AR042","CF00"
"34390",57905160,"E",24,"N","17","AR042","CF00"
"34391",57905161,"E",30,"N","17","AR042","CF00"
"34392",57905162,"E",109,"N","17","AR042","CF00"
"34393",57905163,"E",26,"N","17","AR042","CF00"
"34394",57905164,"E",50,"N","17","AR042","CF00"
"34395",57905166,"E",69,"N","17","AR042","CF00"
"34396",57905167,"E",54,"N","17","AR042","CF00"
"34397",57905168,"E",68,"N","17","AR042","CF00"
"34398",57905169,"E",51,"N","17","AR042","CF00"
"34399",57905170,"E",44,"N","17","AR042","CF00"
"34400",57905171,"E",162,"N","17","AR042","CF00"
"34401",57905172,"E",75,"N","17","AR042","CF00"
"34402",57905173,"E",98,"N","17","AR042","CF00"
"34403",57905174,"E",39,"N","17","AR042","CF00"
"34404",57905175,"E",38,"N","17","AR042","CF00"
"34405",57905176,"E",54,"N","17","AR042","CF00"
